,HBASE_ROW_KEY,City,Date,Timestamp,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
14235,Guwahati_20190722,Guwahati,20190722,1563733800,59.28,79.72,3.37,8.78,14.92,7.34,0.41,10.91,9.75,0.23,,,66,Satisfactory
14236,Guwahati_20190723,Guwahati,20190723,1563820200,17.81,118.36,2.35,7.42,11.8,7.81,0.38,10.86,19.91,0.28,,,101,Moderate
14237,Guwahati_20190724,Guwahati,20190724,1563906600,19.41,76.32,4.3,9.77,17.57,7.5,0.37,10.91,16.99,0.12,,,98,Satisfactory
14238,Guwahati_20190725,Guwahati,20190725,1563993000,27.99,50.9,9.21,11.31,27.23,6.96,0.57,10.49,18.3,0.11,,,74,Satisfactory
14239,Guwahati_20190726,Guwahati,20190726,1564079400,59.27,79.88,3.43,8.75,14.99,6.51,0.35,11.02,20.01,0.33,,,62,Satisfactory
14240,Guwahati_20190727,Guwahati,20190727,1564165800,11.93,26.31,4.07,7.69,14.92,4.17,0.34,11.29,18.86,0.06,,,68,Satisfactory
14241,Guwahati_20190728,Guwahati,20190728,1564252200,24.95,49.12,12.19,9.47,30.16,3.67,0.58,11.28,16.85,0.15,,,54,Satisfactory
14242,Guwahati_20190729,Guwahati,20190729,1564338600,89.85,220.16,5.94,10.86,21.38,4.39,0.43,10.86,17.6,0.23,,,91,Satisfactory
14243,Guwahati_20190730,Guwahati,20190730,1564425000,68.67,153.57,6.91,10.76,22.86,7.24,0.47,11.18,14.86,0.38,,,182,Moderate
14244,Guwahati_20190731,Guwahati,20190731,1564511400,54.9,150.89,3.38,8.22,13.1,8.98,0.37,11.03,18.1,0.09,,,150,Moderate
14245,Guwahati_20190801,Guwahati,20190801,1564597800,40.56,52.31,4.7,9.14,17.51,7.43,0.31,11.18,17.88,0.21,,,104,Moderate
14246,Guwahati_20190802,Guwahati,20190802,1564684200,76.43,157.77,6.89,8.03,19.89,4.83,0.43,11.14,17.4,0.18,,,92,Satisfactory
14247,Guwahati_20190803,Guwahati,20190803,1564770600,59.08,117.59,5.63,9.33,19.22,4.88,0.44,11.17,16.38,0.06,,,164,Moderate
14248,Guwahati_20190804,Guwahati,20190804,1564857000,18.86,40.47,7.74,10.96,24.46,6.13,0.49,11.36,17.67,0.15,,,87,Satisfactory
14249,Guwahati_20190805,Guwahati,20190805,1564943400,79.19,194.51,6.5,10.05,21.44,3.8,0.44,11.09,18.4,0.14,,,40,Good
14250,Guwahati_20190806,Guwahati,20190806,1565029800,21.24,91.02,6.92,10.15,22.24,5.42,0.59,11.29,20.37,0.17,,,104,Moderate
14251,Guwahati_20190807,Guwahati,20190807,1565116200,11.86,34.75,5.14,9.62,18.77,8.94,0.39,11.51,15.62,0.07,,,74,Satisfactory
14252,Guwahati_20190808,Guwahati,20190808,1565202600,12.02,66.2,4.91,9.24,17.96,8.16,0.35,11.41,15.61,17.42,,,47,Good
14253,Guwahati_20190809,Guwahati,20190809,1565289000,49.04,427.84,3.14,8.59,14.37,6.84,0.36,11.27,15.7,1.99,,,246,Poor
14254,Guwahati_20190810,Guwahati,20190810,1565375400,16.54,190.86,3.32,6.67,12.59,6.53,0.39,11.41,16.02,38.35,,,266,Poor
14255,Guwahati_20190811,Guwahati,20190811,1565461800,26.59,164.97,5.49,10.37,20.12,5.49,0.42,11.62,16.4,0.11,,,102,Moderate
14256,Guwahati_20190812,Guwahati,20190812,1565548200,24.16,847.41,9.21,10.25,26.11,4.6,0.49,11.32,15.89,0.28,,,488,Severe
14257,Guwahati_20190813,Guwahati,20190813,1565634600,14.9,554.83,4.03,9.4,16.67,5.36,0.39,11.22,15.63,17.73,,,956,Severe
14258,Guwahati_20190814,Guwahati,20190814,1565721000,15.95,27.49,3.03,7.78,13.32,7.04,0.34,11.42,15.71,21.52,,,141,Moderate
14259,Guwahati_20190815,Guwahati,20190815,1565807400,19.03,35.6,4.78,6.07,14.3,9.78,0.37,11.9,15.83,4.24,,,36,Good
14260,Guwahati_20190816,Guwahati,20190816,1565893800,22.78,67.25,11.27,13.33,32.79,7.37,0.51,11.79,15.86,21.63,,,43,Good
14261,Guwahati_20190817,Guwahati,20190817,1565980200,30.14,54.16,6.89,10.57,22.65,6.69,0.56,11.81,16.35,0.22,,,69,Satisfactory
14262,Guwahati_20190818,Guwahati,20190818,1566066600,23.21,43.52,2.52,6.35,10.94,5.28,0.44,11.73,15.89,0,,,49,Good
14263,Guwahati_20190819,Guwahati,20190819,1566153000,19.03,38.04,4.58,8.63,16.75,4.87,0.36,11.74,15.98,91.16,,,38,Good
14264,Guwahati_20190820,Guwahati,20190820,1566239400,25.11,47.12,2.84,7.61,12.82,5.4,0.44,11.85,16.4,22.79,,,48,Good
14265,Guwahati_20190821,Guwahati,20190821,1566325800,26.75,49.44,2.52,8.73,13.49,5.81,0.4,11.87,16.34,19.63,,,41,Good
14266,Guwahati_20190822,Guwahati,20190822,1566412200,33.4,68.83,9.18,14.94,31.07,6.64,0.56,12.03,16.11,47.87,,,68,Satisfactory
14267,Guwahati_20190823,Guwahati,20190823,1566498600,23.87,44.49,2.86,8.98,14.3,6.14,0.43,12.01,16.32,,,,54,Satisfactory
14268,Guwahati_20190824,Guwahati,20190824,1566585000,8.55,19.11,2.39,6.88,11.3,5.57,0.34,12.06,16.25,,,,30,Good
14269,Guwahati_20190825,Guwahati,20190825,1566671400,11.11,21.98,1.83,5.98,9.42,3.72,0.34,11.95,16.5,,,,26,Good
14270,Guwahati_20190826,Guwahati,20190826,1566757800,21.45,36.86,8.49,11.68,26.44,4.58,0.44,12.24,19.68,59.86,,,32,Good
14271,Guwahati_20190827,Guwahati,20190827,1566844200,23.45,46.99,10.58,12.59,30.85,5.13,0.58,12.12,37.54,92.42,,,52,Satisfactory
14272,Guwahati_20190828,Guwahati,20190828,1566930600,26.74,42.76,6.92,12.48,24.73,5.28,0.59,11.83,20.58,66.77,,,48,Good
14273,Guwahati_20190829,Guwahati,20190829,1567017000,20.83,35.25,3.76,9.24,16.06,5.79,0.52,11.79,12.59,87.29,,,41,Good
14274,Guwahati_20190830,Guwahati,20190830,1567103400,21.66,37.24,15.77,11.55,38.26,7.24,0.57,11.96,19.92,25.37,,,52,Satisfactory
14275,Guwahati_20190831,Guwahati,20190831,1567189800,14.39,33.16,7.98,9.13,22.35,10.86,0.53,12.11,71.45,72.38,,,113,Moderate
14276,Guwahati_20190901,Guwahati,20190901,1567276200,25.64,56.42,10.43,11.26,29.18,7.01,0.68,12.17,25.48,,,,58,Satisfactory
14277,Guwahati_20190902,Guwahati,20190902,1567362600,30.97,66.26,16.64,16.77,45.28,3.8,0.7,12.03,7.07,,,,62,Satisfactory
14278,Guwahati_20190903,Guwahati,20190903,1567449000,14.23,33.81,10.49,9.12,26.99,3.42,0.58,12.13,8.86,32.75,,,54,Satisfactory
14279,Guwahati_20190904,Guwahati,20190904,1567535400,17.61,32.1,12.9,10.16,32.06,3.49,0.56,12.18,9.97,8.02,,,35,Good
14280,Guwahati_20190905,Guwahati,20190905,1567621800,13.85,29.83,10.12,9.13,26.37,5.16,0.59,12.51,11.06,0,,,46,Good
14281,Guwahati_20190906,Guwahati,20190906,1567708200,12.24,26.77,3.91,6.3,13.18,4.3,0.43,12.21,12.73,5.57,,,34,Good
14282,Guwahati_20190907,Guwahati,20190907,1567794600,24.75,47.56,7.87,9.07,22.66,2.7,0.48,12,14.7,0,,,34,Good
14283,Guwahati_20190908,Guwahati,20190908,1567881000,25.82,48.97,9.48,8.46,24.61,1.83,0.52,12.05,15.1,0,,,53,Satisfactory
14284,Guwahati_20190909,Guwahati,20190909,1567967400,23.45,44.1,9.06,8.83,24.32,2,0.56,12.1,15.53,0,,,46,Good
14285,Guwahati_20190910,Guwahati,20190910,1568053800,22.01,45.15,10.77,11.61,30.14,2.32,0.57,12.4,16.13,0,,,51,Satisfactory
14286,Guwahati_20190911,Guwahati,20190911,1568140200,34.11,59.01,7.96,10.78,24.62,2.48,0.56,12.44,16.46,0,,,55,Satisfactory
14287,Guwahati_20190912,Guwahati,20190912,1568226600,24,62.32,5.96,8.51,18.9,2.86,0.52,12.72,16.05,0,,,58,Satisfactory
14288,Guwahati_20190913,Guwahati,20190913,1568313000,17.8,28.7,4.71,7.01,15.22,2.28,0.46,12.85,16.14,23.67,,,43,Good
14289,Guwahati_20190914,Guwahati,20190914,1568399400,23.58,44.23,5.71,8.08,18.04,2.27,0.5,12.66,16.45,0.04,,,41,Good
14290,Guwahati_20190915,Guwahati,20190915,1568485800,19.88,42.48,5.45,5.59,14.95,2.11,0.49,12.72,17.39,14.8,,,48,Good
14291,Guwahati_20190916,Guwahati,20190916,1568572200,22.61,42.44,1.65,7.02,10.23,2.32,0.43,12.55,17.21,0,,,40,Good
14292,Guwahati_20190917,Guwahati,20190917,1568658600,25.35,48.51,8.38,10.34,24.85,2.35,0.59,12.42,16.84,0.02,,,46,Good
14293,Guwahati_20190918,Guwahati,20190918,1568745000,23.6,41.41,11,6.41,24.93,2.75,0.73,12.88,17.36,0.08,,,62,Satisfactory
14294,Guwahati_20190919,Guwahati,20190919,1568831400,32.73,66.47,11.97,14.64,35.35,1.86,0.55,13.89,17.26,0.3,,,44,Good
14295,Guwahati_20190920,Guwahati,20190920,1568917800,37.23,75.6,16,14.84,42.15,1.87,0.7,13.99,17.87,9.34,,,80,Satisfactory
14296,Guwahati_20190921,Guwahati,20190921,1569004200,31.67,63.53,7.14,12.68,25.3,2.17,0.52,13.49,17.49,0.27,,,68,Satisfactory
14297,Guwahati_20190922,Guwahati,20190922,1569090600,33.58,60.78,13.53,12.31,35.37,2.14,0.52,15.6,17.18,0.69,,,65,Satisfactory
14298,Guwahati_20190923,Guwahati,20190923,1569177000,11.65,21.62,2.55,5.22,9.81,1.84,0.36,13.36,17.16,0.29,,,35,Good
14299,Guwahati_20190924,Guwahati,20190924,1569263400,11.83,18.96,4.29,7.54,15.1,1.93,0.44,13.18,17.1,1.2,,,26,Good
14300,Guwahati_20190925,Guwahati,20190925,1569349800,12.59,21.57,6.27,5.97,16.7,1.64,0.48,13.16,17.38,0.61,,,26,Good
14301,Guwahati_20190926,Guwahati,20190926,1569436200,27.75,49.24,13.45,6.98,29.55,1.71,0.77,13.67,17.37,0,,,58,Satisfactory
14302,Guwahati_20190927,Guwahati,20190927,1569522600,21.98,43,10.76,9.97,28.36,1.42,0.6,13.7,17.26,0,,,47,Good
14303,Guwahati_20190928,Guwahati,20190928,1569609000,23.77,49.25,16.37,9.2,36.74,1.29,0.64,13.99,17.43,0,,,52,Satisfactory
14304,Guwahati_20190929,Guwahati,20190929,1569695400,22.12,38.18,11.25,9.48,28.62,1.28,0.54,13.7,17.39,0,,,39,Good
14305,Guwahati_20190930,Guwahati,20190930,1569781800,20.06,32.53,9.66,7.97,24.39,1.6,0.57,13.83,17.28,13.65,,,41,Good
14306,Guwahati_20191001,Guwahati,20191001,1569868200,11.78,22.1,7.12,7.16,19.36,2.28,0.55,13.73,17.38,0,,,37,Good
14307,Guwahati_20191002,Guwahati,20191002,1569954600,19.97,41.61,11.06,6.86,25.51,1.98,0.48,13.63,17.54,0,,,30,Good
14308,Guwahati_20191003,Guwahati,20191003,1570041000,29.56,60.78,17.18,8.38,37.17,1.49,0.78,14.54,17.8,0,,,66,Satisfactory
14309,Guwahati_20191004,Guwahati,20191004,1570127400,30.94,64.05,15.39,11.52,37.61,1.54,0.66,14.49,18.22,0,,,60,Satisfactory
14310,Guwahati_20191005,Guwahati,20191005,1570213800,39.61,72.7,18.47,13.23,44.44,1.85,0.65,14.85,18.51,0,,,70,Satisfactory
14311,Guwahati_20191006,Guwahati,20191006,1570300200,57.59,97.74,17.03,12.49,41.34,2.45,0.88,18.9,18.28,0,,,83,Satisfactory
14312,Guwahati_20191007,Guwahati,20191007,1570386600,30.21,53.93,6.3,11.94,23.14,1.98,0.68,14.83,17.91,0,,,82,Satisfactory
14313,Guwahati_20191008,Guwahati,20191008,1570473000,12.8,26.86,3.5,7.53,13.81,1.55,0.45,14.17,17.86,0,,,38,Good
14314,Guwahati_20191009,Guwahati,20191009,1570559400,18.44,32.5,5.92,7.62,17.87,1.3,0.45,14.03,17.9,0,,,27,Good
14315,Guwahati_20191010,Guwahati,20191010,1570645800,20.81,40.97,16.9,11.06,39.57,1.41,0.47,14.25,18.3,0,,,34,Good
14316,Guwahati_20191011,Guwahati,20191011,1570732200,32.15,63.9,30.7,14.46,65.87,2.01,0.73,15.3,18.47,0,,,78,Satisfactory
14317,Guwahati_20191012,Guwahati,20191012,1570818600,41.46,82.09,35.46,17.13,76.59,2.23,0.68,15.63,18.3,0,,,86,Satisfactory
14318,Guwahati_20191013,Guwahati,20191013,1570905000,60.17,105.48,43.9,20.3,93.8,2.6,0.76,16.42,18.37,0,,,113,Moderate
14319,Guwahati_20191014,Guwahati,20191014,1570991400,51.01,103.55,36.63,20.01,81.59,2.62,0.76,16.42,18.22,0,,,111,Moderate
14320,Guwahati_20191015,Guwahati,20191015,1571077800,45.02,75.22,16.25,17.03,44.93,2.3,0.76,15.65,17.94,0,,,89,Satisfactory
14321,Guwahati_20191016,Guwahati,20191016,1571164200,45.33,96.37,25.47,18.6,61.72,2.26,0.78,15.66,17.58,0,,,,
14322,Guwahati_20191017,Guwahati,20191017,1571250600,47.43,94.31,30.54,20.29,71.89,2.42,0.82,15.24,17.8,16.54,,,94,Satisfactory
14323,Guwahati_20191018,Guwahati,20191018,1571337000,52.61,112.77,37.05,19.98,82.21,2.5,0.79,13.83,17.93,0,,,101,Moderate
14324,Guwahati_20191019,Guwahati,20191019,1571423400,49.51,101.76,36.09,20,80.67,3.49,0.8,14.1,18.18,0,,,110,Moderate
14325,Guwahati_20191020,Guwahati,20191020,1571509800,46.36,89.37,17.22,15.39,44.77,4.21,0.73,13.48,18.33,0,,,98,Satisfactory
14326,Guwahati_20191021,Guwahati,20191021,1571596200,57.99,96.19,11.76,10.89,30.96,3.42,0.72,14.21,18.92,0,,,88,Satisfactory
14327,Guwahati_20191022,Guwahati,20191022,1571682600,84.13,130.98,14.5,13.86,38.65,4.49,0.72,15.31,22.33,0,,,123,Moderate
14328,Guwahati_20191023,Guwahati,20191023,1571769000,91.53,152.07,29.91,21.77,72.42,6.43,1,15.95,20.89,0,,,215,Poor
14329,Guwahati_20191024,Guwahati,20191024,1571855400,55.9,84.17,13,14.82,37.2,7.42,0.74,12.04,17.8,0,,,174,Moderate
14330,Guwahati_20191025,Guwahati,20191025,1571941800,10.4,16.8,7.91,8.85,22.46,6.74,0.36,9.64,17.77,0,,,43,Good
14331,Guwahati_20191026,Guwahati,20191026,1572028200,5.85,12.02,7.36,7.05,19.64,4.83,0.32,9.77,17.84,0,,,27,Good
14332,Guwahati_20191027,Guwahati,20191027,1572114600,96.59,124.95,21.02,7.33,42.38,4.26,0.45,9.81,17.86,0,,,45,Good
14333,Guwahati_20191028,Guwahati,20191028,1572201000,199.86,258.02,41.87,11.35,80.91,5.61,0.83,10.07,18.06,0,,,351,Very Poor
14334,Guwahati_20191029,Guwahati,20191029,1572287400,87.95,132.05,31.03,13.43,65.31,4.58,0.75,9.93,18.32,0,,,326,Very Poor
14335,Guwahati_20191030,Guwahati,20191030,1572373800,45.98,81.6,29.74,14.17,64,3.83,0.87,9.82,17.84,0,,,86,Satisfactory
14336,Guwahati_20191031,Guwahati,20191031,1572460200,52.71,145.35,22.93,14.61,53.27,4.48,0.91,9.69,18.13,0,,,91,Satisfactory
14337,Guwahati_20191101,Guwahati,20191101,1572546600,38.53,124.06,29.12,14.21,63.04,3.89,0.72,9.65,17.8,0.01,,,142,Moderate
14338,Guwahati_20191102,Guwahati,20191102,1572633000,47.68,105.97,39.78,16.91,83.4,3.56,0.8,9.82,17.83,0.04,,,112,Moderate
14339,Guwahati_20191103,Guwahati,20191103,1572719400,50.28,99.52,44.59,13.91,88.1,3.19,0.79,9.92,17.74,0.03,,,116,Moderate
14340,Guwahati_20191104,Guwahati,20191104,1572805800,48.37,127.35,39.63,16.39,82.59,3.33,0.81,9.88,17.86,2.88,,,113,Moderate
14341,Guwahati_20191105,Guwahati,20191105,1572892200,51.29,130.43,53.03,18.23,106.59,3.84,0.88,10.17,18.27,22.52,,,123,Moderate
14342,Guwahati_20191106,Guwahati,20191106,1572978600,41.07,73.87,28.25,13.6,60.94,3.93,0.7,10.04,18.19,13.45,,,90,Satisfactory
14343,Guwahati_20191107,Guwahati,20191107,1573065000,53.17,112.41,44.87,15.87,90.67,4.59,0.9,10.36,18.06,2.2,,,110,Moderate
14344,Guwahati_20191108,Guwahati,20191108,1573151400,46.78,101.47,30.12,12.73,63.12,4.26,0.87,10.17,18.06,3.19,,,114,Moderate
14345,Guwahati_20191109,Guwahati,20191109,1573237800,46.15,72.78,14.02,11.2,34.99,3.08,0.77,10.01,17.91,2.67,,,84,Satisfactory
14346,Guwahati_20191110,Guwahati,20191110,1573324200,15.96,28.8,11.05,8.88,27.67,2.95,0.54,10.1,18.07,1.99,,,50,Good
14347,Guwahati_20191111,Guwahati,20191111,1573410600,25.98,50.97,18.57,11.88,43.23,2.34,0.52,10.01,18.12,2,,,36,Good
14348,Guwahati_20191112,Guwahati,20191112,1573497000,66.5,115.05,48.72,13.55,94.49,5.59,0.95,10.4,18.17,4.02,,,96,Satisfactory
14349,Guwahati_20191113,Guwahati,20191113,1573583400,49.33,91.14,51.11,16.54,101.62,5.75,0.95,10.44,17.93,4.06,,,133,Moderate
14350,Guwahati_20191114,Guwahati,20191114,1573669800,53.17,101.59,40.79,14.87,82.87,5.25,0.98,10.34,18.16,4.64,,,105,Moderate
14351,Guwahati_20191115,Guwahati,20191115,1573756200,64.61,198.38,48.83,15.93,97.21,5.25,0.96,10.4,18.23,3.8,,,154,Moderate
14352,Guwahati_20191116,Guwahati,20191116,1573842600,63.24,140.29,66.61,19.74,130.53,5.01,0.91,10.3,18.2,2.53,,,136,Moderate
14353,Guwahati_20191117,Guwahati,20191117,1573929000,84.99,151.83,65.59,20.12,129.26,5.94,0.99,10.69,18.52,2.42,,,165,Moderate
14354,Guwahati_20191118,Guwahati,20191118,1574015400,105.95,172.29,36.23,19.81,80.68,7.72,1.16,10.48,21.94,2.45,,,226,Poor
14355,Guwahati_20191119,Guwahati,20191119,1574101800,101.7,155.67,35.92,15.08,75.16,10.07,1.13,10.58,19.53,2.46,,,290,Poor
14356,Guwahati_20191120,Guwahati,20191120,1574188200,51.3,94.31,16,13.37,40.59,6.56,0.61,10,18.18,1.57,,,129,Moderate
14357,Guwahati_20191121,Guwahati,20191121,1574274600,69.59,129.07,52.87,18.9,107.1,4.4,0.87,10.04,17.49,2.77,,,112,Moderate
14358,Guwahati_20191122,Guwahati,20191122,1574361000,68.87,125.67,55.15,16.71,108.47,5.83,0.93,10.44,17.71,2.53,,,135,Moderate
14359,Guwahati_20191123,Guwahati,20191123,1574447400,84.51,143.51,56.95,13.7,108.16,10.85,1.02,10.96,18.14,2.32,,,148,Moderate
14360,Guwahati_20191124,Guwahati,20191124,1574533800,83.44,138.8,63.49,14.23,119.48,11.7,0.94,11.03,18.05,2.03,,,185,Moderate
14361,Guwahati_20191125,Guwahati,20191125,1574620200,84.86,143.37,58.45,13.89,110.84,11.45,0.93,11.02,17.94,2.36,,,180,Moderate
14362,Guwahati_20191126,Guwahati,20191126,1574706600,93.22,165.55,54.18,13.55,103.49,11.79,1.09,10.92,18.14,2.49,,,197,Moderate
14363,Guwahati_20191127,Guwahati,20191127,1574793000,73.44,126.46,40.99,13.88,82.17,10.7,1,10.75,18.19,2.3,,,182,Moderate
14364,Guwahati_20191128,Guwahati,20191128,1574879400,87.21,135.39,45.65,13.77,89.7,10.4,1.05,10.79,18.3,2.16,,,136,Moderate
14365,Guwahati_20191129,Guwahati,20191129,1574965800,96.93,166.82,61.71,14.52,116.9,10.81,1.09,11.11,18.14,10.82,,,183,Moderate
14366,Guwahati_20191130,Guwahati,20191130,1575052200,98.28,167.22,56.2,13.48,106.7,11.77,1.14,11.07,18.22,2.12,,,230,Poor
14367,Guwahati_20191201,Guwahati,20191201,1575138600,77.08,125.23,27.69,10.73,56.97,11.89,0.83,10.76,18.23,1.48,,,211,Poor
14368,Guwahati_20191202,Guwahati,20191202,1575225000,66.64,108.71,18.3,8.41,39.08,10.35,0.64,10.75,17.99,1.33,,,102,Moderate
14369,Guwahati_20191203,Guwahati,20191203,1575311400,86.17,140.23,53.64,10.02,98.8,11.72,1.02,11.39,18.04,1.92,,,181,Moderate
14370,Guwahati_20191204,Guwahati,20191204,1575397800,91.37,160.65,71.34,11.55,129.47,11.57,1.14,11.58,17.97,2.59,,,198,Moderate
14371,Guwahati_20191205,Guwahati,20191205,1575484200,78.66,138.03,55.99,11.6,104.35,11.55,1.03,11.33,17.89,1.77,,,184,Moderate
14372,Guwahati_20191206,Guwahati,20191206,1575570600,89.58,163.87,48.09,11.17,90.9,12.43,1.04,11.3,17.95,1.95,,,170,Moderate
14373,Guwahati_20191207,Guwahati,20191207,1575657000,86.47,160.39,45.25,11.36,86.45,13.4,1.03,11.34,18.03,1.81,,,206,Poor
14374,Guwahati_20191208,Guwahati,20191208,1575743400,101.34,166.41,45.18,11.39,86.36,12.71,1.05,11.38,18.01,2.07,,,206,Poor
14375,Guwahati_20191209,Guwahati,20191209,1575829800,112.06,191.09,65.43,14.22,122.65,14.79,1.31,11.98,18.18,2.12,,,251,Poor
14376,Guwahati_20191210,Guwahati,20191210,1575916200,149.21,212.45,45.12,11.83,86.76,19.7,1.35,12.23,18.4,2.46,,,278,Poor
14377,Guwahati_20191211,Guwahati,20191211,1576002600,118.52,174.54,30.25,10.72,61.16,22.66,1.34,12.38,18.47,2.95,,,328,Very Poor
14378,Guwahati_20191212,Guwahati,20191212,1576089000,124.58,162.11,23.79,9.56,49.3,19.26,1.18,12.22,18.35,2.37,,,224,Poor
14379,Guwahati_20191213,Guwahati,20191213,1576175400,106.59,161.14,37.5,9.08,71.29,16.26,1.21,12.19,18.2,1.87,,,309,Very Poor
14380,Guwahati_20191214,Guwahati,20191214,1576261800,112.56,162.85,45.54,11.41,86.99,17.7,1.11,12.4,18.33,1.94,,,228,Poor
14381,Guwahati_20191215,Guwahati,20191215,1576348200,121.98,172.89,67.71,13.37,125.5,18.43,1.25,12.74,18.27,2.12,,,303,Very Poor
14382,Guwahati_20191216,Guwahati,20191216,1576434600,136.78,205.02,42.12,11.71,81.69,17.71,1.15,12.13,19.6,4.26,,,304,Very Poor
14383,Guwahati_20191217,Guwahati,20191217,1576521000,103.64,155.46,29.58,11.09,60.43,18.22,0.94,11.54,18.96,1.48,,,299,Poor
14384,Guwahati_20191218,Guwahati,20191218,1576607400,122.34,183.08,35.05,12.46,70.88,18.06,1.08,11.94,18.21,1.54,,,257,Poor
14385,Guwahati_20191219,Guwahati,20191219,1576693800,152.47,209.45,25.57,10.71,53.45,17.01,1.17,11.64,19.04,1.27,,,310,Very Poor
14386,Guwahati_20191220,Guwahati,20191220,1576780200,135.44,197.3,31.24,9.08,61.01,18.17,1.35,11.53,18.22,1.36,,,327,Very Poor
14387,Guwahati_20191221,Guwahati,20191221,1576866600,107.19,154.52,9.04,9.17,24.67,16.26,0.94,11.23,18.59,0.81,,,297,Poor
14388,Guwahati_20191222,Guwahati,20191222,1576953000,117.3,172.33,12.52,9.15,30.35,16.21,1.03,11.49,18.22,0.86,,,289,Poor
14389,Guwahati_20191223,Guwahati,20191223,1577039400,159.75,223.93,21.66,8.9,45.11,15.68,1.38,11.4,18.1,1.6,,,276,Poor
14390,Guwahati_20191224,Guwahati,20191224,1577125800,176.67,254.82,48.55,9.44,89.82,16.06,1.92,11.89,18.04,3.85,,,347,Very Poor
14391,Guwahati_20191225,Guwahati,20191225,1577212200,210.84,338,71.18,10.99,128.62,16.63,2.12,11.97,17.89,3.68,,,356,Very Poor
14392,Guwahati_20191226,Guwahati,20191226,1577298600,183.04,267.99,71.29,12.73,130.71,15.45,1.93,12.18,17.98,2.42,,,329,Very Poor
14393,Guwahati_20191227,Guwahati,20191227,1577385000,113.44,162.48,35.78,11.56,71.11,14.77,1.44,12.03,19.09,1.53,,,336,Very Poor
14394,Guwahati_20191228,Guwahati,20191228,1577471400,129.61,177.9,31,11.46,63.16,15.03,1.26,11.93,19.71,1.01,,,243,Poor
14395,Guwahati_20191229,Guwahati,20191229,1577557800,155.36,226.01,69.52,11.86,126.84,14.3,1.64,12.38,17.93,1.68,,,319,Very Poor
14396,Guwahati_20191230,Guwahati,20191230,1577644200,162.59,254.51,77.51,13.42,141.62,13.83,1.82,12.52,19.55,1.94,,,334,Very Poor
14397,Guwahati_20191231,Guwahati,20191231,1577730600,162.27,248.02,60.31,15.39,115.5,14.34,1.99,12.45,17.99,1.7,,,334,Very Poor
14398,Guwahati_20200101,Guwahati,20200101,1577817000,139.24,199.53,48.88,11.41,92.45,15.06,1.96,12.38,17.9,1.61,,,346,Very Poor
14399,Guwahati_20200102,Guwahati,20200102,1577903400,58.98,100.53,14.53,12.47,37.22,14.36,0.7,12.18,17.91,0.53,,,149,Moderate
14400,Guwahati_20200103,Guwahati,20200103,1577989800,69.89,102.68,16.53,9.85,37.67,13.72,0.7,12.28,17.85,0.51,,,116,Moderate
14401,Guwahati_20200104,Guwahati,20200104,1578076200,89.1,122.49,19.56,7.57,40.24,15.08,0.84,11.96,17.98,0.5,,,114,Moderate
14402,Guwahati_20200105,Guwahati,20200105,1578162600,104.14,146.43,45.48,9.51,84.85,15.76,1.38,12.32,17.93,0.83,,,284,Poor
14403,Guwahati_20200106,Guwahati,20200106,1578249000,88.81,147.58,14.21,10.11,34.17,13.98,0.8,11.72,18.71,0.4,,,170,Moderate
14404,Guwahati_20200107,Guwahati,20200107,1578335400,158.21,278.65,57.71,12.45,108.09,16.3,1.62,12.59,19.67,2.85,,,301,Very Poor
14405,Guwahati_20200108,Guwahati,20200108,1578421800,151.85,224.39,68.87,12.53,126.5,16.43,1.75,12.59,17.92,56.26,,,332,Very Poor
14406,Guwahati_20200109,Guwahati,20200109,1578508200,154.88,210,37.72,10.68,73.37,17.9,1.72,12.42,18.01,0.84,,,322,Very Poor
14407,Guwahati_20200110,Guwahati,20200110,1578594600,159.1,225.9,56.18,12.1,105.19,18.47,1.85,12.84,18.31,8.19,,,331,Very Poor
14408,Guwahati_20200111,Guwahati,20200111,1578681000,165.55,242.79,72.6,13.16,133.26,19.26,1.87,12.96,18.02,1.15,,,331,Very Poor
14409,Guwahati_20200112,Guwahati,20200112,1578767400,148.21,225.76,88.08,15.26,160.98,18.04,1.68,13.2,18.03,1.15,,,335,Very Poor
14410,Guwahati_20200113,Guwahati,20200113,1578853800,152.57,240.56,77.03,14.06,141.54,16.55,1.68,13.1,18.18,1.2,,,321,Very Poor
14411,Guwahati_20200114,Guwahati,20200114,1578940200,186.62,270.35,79.92,14.47,146.7,17.74,1.84,13.22,18.17,1.04,,,326,Very Poor
14412,Guwahati_20200115,Guwahati,20200115,1579026600,378.08,489.02,91.88,15.07,166.98,24.31,3.75,13.41,18.45,2.21,,,462,Severe
14413,Guwahati_20200116,Guwahati,20200116,1579113000,169.6,237.56,69.18,11.13,125.47,27.33,2.16,13.43,18.12,4.9,,,402,Severe
14414,Guwahati_20200117,Guwahati,20200117,1579199400,124.99,202.88,72.13,14.04,133.46,21.27,1.39,13.75,18.2,1.08,,,311,Very Poor
14415,Guwahati_20200118,Guwahati,20200118,1579285800,149.32,240.6,78.64,16.06,146.33,20.37,1.52,14.18,19.69,1.18,,,309,Very Poor
14416,Guwahati_20200119,Guwahati,20200119,1579372200,123.96,196.86,74.81,13.79,137.58,22.25,1.42,13.82,18.24,0.88,,,325,Very Poor
